New Name,,surv,surv_2020,surv_2019,surv_2018,surv_2017
Why are you not interested in participating in the Business Badger Badge Program?,,"Why are you not interested in participating in the Business Badger Badge Program?(select only 1, your top reason) - Selected Choice",Please list the top reason you are not interested in participating in the Badge program (select one only) - Selected Choice,,,
"Why are you not interested in participating in the Business Badger Badge Program? - Other, please specify: - Text",,"Why are you not interested in participating in the Business Badger Badge Program?(select only 1, your top reason) - Other, please specify: - Text",Please list the top reason you are not interested in participating in the Badge program (select one only) - Other: - Text,,,
Are you involved in other extra-curricular opportunities within the School of Business?,,"Are you involved in other extra-curricular opportunities within the School of Business? If so, please list your involvements below.

(extra-curricular opportunities are those activities that are not a part of the curriculum; they are activities that are outside of but usually complementing the regular curriculum such as student org(s), tutoring, clubs, volunteering, Business Badger Badge, internships/jobs, etc.)","Are you involved in other co-curricular opportunities within the School of Business? (e.g. jobs leadership workshops/events, etc.) If so , please list your involvement here.","Are you involved in other co-curricular opportunities within the School of Business? (e.g. jobs leadership workshops/events, etc.) If so , please list your involvement here.",,
"What additional extra-curriculars (e.g., activities, events, etc.) should WSB offer?",,"What additional extra-curriculars (e.g., activities, events, etc.) should WSB offer? (optional)",What other involvement opportunities would you like to see in the School of Business that don't currently exist?,What other involvement opportunities would you like to see in the School of Business that don't currently exist?,,
How familiar are you with the Accenture Leadership Center?,,How familiar are you with the Accenture Leadership Center?,"Are you aware of the Accenture Leadership Center? (Check all that apply) - No, I have never heard of that","Are you aware of the Accenture Leadership Center? (Check all that apply) - No, I have never heard of that",,Please select the statement that applies to you:
"Regarding the Accenture Leadership Center, please select all that are true for you. - Attended at least 1 workshop",,"Regarding the Accenture Leadership Center, please select all that are true for you. - Attended at least 1 workshop",,,,
"Regarding the Accenture Leadership Center, please select all that are true for you. - Participated in at least 1 case competition",,"Regarding the Accenture Leadership Center, please select all that are true for you. - Participated in at least 1 case competition",,,,
"Regarding the Accenture Leadership Center, please select all that are true for you. - Participated in Service Day",,"Regarding the Accenture Leadership Center, please select all that are true for you. - Participated in Service Day",,,,
"Regarding the Accenture Leadership Center, please select all that are true for you. - Attended the leadership conference",,"Regarding the Accenture Leadership Center, please select all that are true for you. - Attended the leadership conference",,,,
"Regarding the Accenture Leadership Center, please select all that are true for you. - Attended/Plan on Attending the Change Forum",,"Regarding the Accenture Leadership Center, please select all that are true for you. - Attended/Plan on Attending the Change Forum",,,"Most BBA advising services (academic advising, career advising, study abroad advising) are offered from 9:00 am - 4:30 pm in 3150 and 3290 Grainger. If additional options became available, check all that you would use: - Accenture Leadership Center - I would use additional advising services these days/times/locations",
What topics would you like to see in future leadership trainings or workshops?,,What topics would you like to see in future leadership trainings or workshops? (optional),What topics would you like to see in future leadership training or workshops?,What topics would you like to see in future leadership training or workshops?,,
Have you used tutoring services through the Business Badger Study Cooperative (BBSC) this academic year?,,Have you used tutoring services through the Business Badger Study Cooperative (BBSC) this academic year?,,,,
You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? - I've never heard of BBSC,,You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? (select all that apply) - Selected Choice - I've never heard of BBSC,,,,
You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? - I don't know enough about BBSC,,You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? (select all that apply) - Selected Choice - I don't know enough about BBSC,,,,
You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? - I did not need any additional help,,You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? (select all that apply) - Selected Choice - I did not need any additional help,,,,
You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? - I feel there is a negative stigma associated with ‘tutoring’,,You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? (select all that apply) - Selected Choice - I feel there is a negative stigma associated with ‘tutoring’,,,,
You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? - I did not have the time,,You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? (select all that apply) - Selected Choice - I did not have the time,,,,
You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? - The BBSC did not offer support for the class(es) in which I needed help,,You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? (select all that apply) - Selected Choice - The BBSC did not offer support for the class(es) in which I needed help,,,,
You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? - The BBSC did not offer one-on-one tutoring for my class(es),,You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? (select all that apply) - Selected Choice - The BBSC did not offer one-on-one tutoring for my class(es),,,,
You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? - The BBSC did not offer a group study option for my class(es),,You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? (select all that apply) - Selected Choice - The BBSC did not offer a group study option for my class(es),,,,
You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? - The BBSC hours do not fit my schedule,,You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? (select all that apply) - Selected Choice - The BBSC hours do not fit my schedule,,,,
"You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? - Other, please specify:",,"You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? (select all that apply) - Selected Choice - Other, please specify:",,,,
"You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? - Other, please specify: - Text",,"You indicated you did not use academic support/tutoring services through the BBSC. Which of the following describe why you did not use BBSC academic support/tutoring services? (select all that apply) - Other, please specify: - Text",,,,
You indicated BBSC does not provide support for the class(es) in which you needed help. In which class(es) did you wish you had additional learning support?,,You indicated BBSC does not provide support for the class(es) in which you needed help. In which class(es) did you wish you had additional learning support?,,,,
You indicated BBSC does not provide one-on-one support for the class(es) in which you wanted it. In which class(es) did you want one-on-one tutoring?,,You indicated BBSC does not provide one-on-one support for the class(es) in which you wanted it. In which class(es) did you want one-on-one tutoring?,,,,
You indicated BBSC does not provide group study for the class(es) in which you wanted it. In which class(es) did you want group study options?,,You indicated BBSC does not provide group study for the class(es) in which you wanted it. In which class(es) did you want group study options?,,,,
Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - AIS 100 ,,Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - AIS 100 ,,,,
Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - AIS 211,,Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - AIS 211,,,,
Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - AIS 300,,Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - AIS 300,,,,
Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - Econ 101 ,,Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - Econ 101 ,,,,
Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - Econ 102 ,,Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - Econ 102 ,,,,
Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - GB 306 ,,Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - GB 306 ,,,,
Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - GB 307 ,,Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - GB 307 ,,,,
Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - Finance 300,,Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - Finance 300,,,,
Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - Finance 320,,Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - Finance 320,,,,
Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - Math 222 (or lower),,Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - Math 222 (or lower),,,,
Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - OTM 300,,Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - OTM 300,,,,
Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - Psych 202,,Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - Psych 202,,,,
Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - None,,Please indicate which courses you are currently taking or have completed. (regardless if you used BBSC support services) - None,,,,
"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - AIS 100",,"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - AIS 100",,,,
"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - AIS 211",,"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - AIS 211",,,,
"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - AIS 300",,"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - AIS 300",,,,
"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - Econ 101",,"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - Econ 101",,,,
"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - Econ 102",,"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - Econ 102",,,,
"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - GB 306",,"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - GB 306",,,,
"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - GB 307",,"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - GB 307",,,,
"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - Finance 300",,"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - Finance 300",,,,
"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - Finance 320",,"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - Finance 320",,,,
"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - Math 222 (or lower)",,"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - Math 222 (or lower)",,,,
"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - OTM 300",,"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - OTM 300",,,,
"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - Psych 202",,"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - Psych 202",,,,
"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - None",,"Of the courses you are currently in or have completed, please indicated if you would have benefited from BBSC support such as one-on-one tutoring or group study. - None",,,,
"How, if at all, can the Business Badger Study Cooperative (BBSC) better support your learning needs?",,"How, if at all, can the Business Badger Study Cooperative (BBSC) better support your learning needs? (optional)

When relevant please provide specific services the BBSC should offer or classes the BBSC should support.",,,,
"Have you attended any WSB events or
trainings that covered topics related to Diversity, Equity, or Inclusion (DEI)?",,"Have you attended any WSB events or
trainings that covered topics related to Diversity, Equity, or Inclusion (DEI)?",,,,
How satisfied are you with the DEI events or trainings you have attended?,,How satisfied are you with the DEI events or trainings you have attended?,,,,
"What topics would you like to see at future DEI events, workshops, or trainings?",,"What topics would you like to see at future DEI events, workshops, or trainings? (optional)",,,,
"What is your preferred method of receiving communication about career opportunities, workshops, events and resources from the BBA Career Engagement Team? - Handshake",,"What is your preferred method of receiving communication about career
opportunities, workshops, events and resources from the BBA Career Engagement
Team? (select up to 3) - Selected Choice - Handshake","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Engagement Team? - Selected Choice - Handshake (online career database through MyUW)","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Services? - Selected Choice - Handshake (online career database through MyUW)",,
"What is your preferred method of receiving communication about career opportunities, workshops, events and resources from the BBA Career Engagement Team? - Email",,"What is your preferred method of receiving communication about career
opportunities, workshops, events and resources from the BBA Career Engagement
Team? (select up to 3) - Selected Choice - Email","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Engagement Team? - Selected Choice - Email","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Services? - Selected Choice - Email",,
"What is your preferred method of receiving communication about career opportunities, workshops, events and resources from the BBA Career Engagement Team? - Text message",,"What is your preferred method of receiving communication about career
opportunities, workshops, events and resources from the BBA Career Engagement
Team? (select up to 3) - Selected Choice - Text message","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Engagement Team? - Selected Choice - Text message","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Services? - Selected Choice - Text message",,
"What is your preferred method of receiving communication about career opportunities, workshops, events and resources from the BBA Career Engagement Team? - Career/academic advisors",,"What is your preferred method of receiving communication about career
opportunities, workshops, events and resources from the BBA Career Engagement
Team? (select up to 3) - Selected Choice - Career/academic advisors","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Engagement Team? - Selected Choice - In-person (individual or group advising)","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Services? - Selected Choice - In-person (individual or group advising)",,
"What is your preferred method of receiving communication about career opportunities, workshops, events and resources from the BBA Career Engagement Team? - Weekly e-newsletter",,"What is your preferred method of receiving communication about career
opportunities, workshops, events and resources from the BBA Career Engagement
Team? (select up to 3) - Selected Choice - Weekly e-newsletter","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Engagement Team? - Selected Choice - Weekly e-newsletter","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Services? - Selected Choice - Weekly e-newsletter",,
"What is your preferred method of receiving communication about career opportunities, workshops, events and resources from the BBA Career Engagement Team? (select up to 3) - Social Media",,"What is your preferred method of receiving communication about career
opportunities, workshops, events and resources from the BBA Career Engagement
Team? (select up to 3) - Selected Choice - Social Medial","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Engagement Team? - Selected Choice - Social Media","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Services? - Selected Choice - Social Media",,
"What is your preferred method of receiving communication about career opportunities, workshops, events and resources from the BBA Career Engagement Team? - Suitable",,"What is your preferred method of receiving communication about career
opportunities, workshops, events and resources from the BBA Career Engagement
Team? (select up to 3) - Selected Choice - Suitable",,,,
"What is your preferred method of receiving communication about career opportunities, workshops, events and resources from the BBA Career Engagement Team? - Other, please specify",,"What is your preferred method of receiving communication about career
opportunities, workshops, events and resources from the BBA Career Engagement
Team? (select up to 3) - Selected Choice - Other, please specify","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Engagement Team? - Selected Choice - Other","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Services? - Selected Choice - Other",,
"What is your preferred method of receiving communication about career opportunities, workshops, events and resources from the BBA Career Engagement Team? - Other, please specify - Text",,"What is your preferred method of receiving communication about career
opportunities, workshops, events and resources from the BBA Career Engagement
Team? (select up to 3) - Other, please specify - Text","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Engagement Team? - Other - Text","What is your preferred method of receiving communication about career opportunities, workshops, events and resources from BBA Career Services? - Other - Text",,
Which of the following BBA hosted workshops or career prep events did you attend this academic year? - Mock Interviews With Employers,,Which of the following BBA hosted workshops or career prep events did you attend this academic year? (Check all you attended) - Mock Interviews With Employers,Please share with us which Career Services-hosted workshops and career prep events you attended this academic year along with your assessment of how useful the experience was for your career preparation - Mock Interviews with employers,Please share with us which Career Services-hosted workshops and career prep events you attended this academic year along with your assessment of how useful the experience was for your career preparation - Mock Interviews with employers,"Please select the events you participated in. Check all that apply. - Selected Choice - BBA-hosted program (mock interviews, Badger Business Job Shadow, career fair prep, Badger Bolt, etc.)",
"Which of the following BBA hosted workshops or career prep events did you attend this academic year? - Career Exploration Events: (MythBusters, Case Study Series, panels, etc.)",,"Which of the following BBA hosted workshops or career prep events did you attend this academic year? (Check all you attended) - Career Exploration Events: (MythBusters, Case Study Series, panels, etc.)",,,,
"Which of the following BBA hosted workshops or career prep events did you attend this academic year? - Recruiting and Career Fair Prep Events (General, Consulting, Finance, etc.)",,"Which of the following BBA hosted workshops or career prep events did you attend this academic year? (Check all you attended) - Recruiting and Career Fair Prep Events (General, Consulting, Finance, etc.)",Please share with us which Career Services-hosted workshops and career prep events you attended this academic year along with your assessment of how useful the experience was for your career preparation - Career Fair Prep Events,Please share with us which Career Services-hosted workshops and career prep events you attended this academic year along with your assessment of how useful the experience was for your career preparation - Career Fair Prep Night (9/19 and 2/4),,
"Which of the following BBA hosted workshops or career prep events did you attend this academic year? - Major/Industry-Specific Career Events (workshops, panels, networking nights)",,"Which of the following BBA hosted workshops or career prep events did you attend this academic year? (Check all you attended) - Major/Industry-Specific Career Events (workshops, panels, networking nights)","Please share with us which Career Services-hosted workshops and career prep events you attended this academic year along with your assessment of how useful the experience was for your career preparation - Department/Center Events (ex: Supply Chain Career Night, Accounting Social, Real Estate Career Fair, R&I Career Fair etc)","Please share with us which Career Services-hosted workshops and career prep events you attended this academic year along with your assessment of how useful the experience was for your career preparation - Department/Center Events (ex: Supply Chain Career Night, Accounting Social, Real Estate Career Fair, etc)",,
"Which of the following BBA hosted workshops or career prep events did you attend this academic year? - Career Trek (Minneapolis, Austin, Chicago)",,"Which of the following BBA hosted workshops or career prep events did you attend this academic year? (Check all you attended) - Career Trek (Minneapolis, Austin, Chicago)",,,Please select the events you participated in. Check all that apply. - Selected Choice - Employer-hosted site visits or treks,
Which of the following BBA hosted workshops or career prep events did you attend this academic year? - Case Competition or Case Study,,Which of the following BBA hosted workshops or career prep events did you attend this academic year? (Check all you attended) - Case Competition or Case Study,,,,
Which of the following BBA hosted workshops or career prep events did you attend this academic year? - None,,Which of the following BBA hosted workshops or career prep events did you attend this academic year? (Check all you attended) - None,,,,
How satisfied were you with the events you attended? - Mock Interviews With Employers,,How satisfied were you with the events you attended? - Mock Interviews With Employers,Please share with us which Career Services-hosted workshops and career prep events you attended this academic year along with your assessment of how useful the experience was for your career preparation - Mock Interviews with employers,,"Please rate the effectiveness of your participation in the following events related to your job or internship search. If you did not participate in an event, please select N/A. - BBA-hosted program (mocks, workshops)",
"How satisfied were you with the events you attended? - Career Exploration Events: (MythBusters, Case Study Series, panels, etc.)",,"How satisfied were you with the events you attended? - Career Exploration Events: (MythBusters, Case Study Series, panels, etc.)",,,,
"How satisfied were you with the events you attended? - Recruiting and Career Fair Prep Events (General, Consulting, Finance, etc.)",,"How satisfied were you with the events you attended? - Recruiting and Career Fair Prep Events (General, Consulting, Finance, etc.)",Please share with us which Career Services-hosted workshops and career prep events you attended this academic year along with your assessment of how useful the experience was for your career preparation - Career Fair Prep Events,,,
"How satisfied were you with the events you attended? - Major/Industry-Specific Career Events (workshops, panels, networking nights)",,"How satisfied were you with the events you attended? - Major/Industry-Specific Career Events (workshops, panels, networking nights)","Please share with us which Career Services-hosted workshops and career prep events you attended this academic year along with your assessment of how useful the experience was for your career preparation - Department/Center Events (ex: Supply Chain Career Night, Accounting Social, Real Estate Career Fair, R&I Career Fair etc)",,,
"How satisfied were you with the events you attended? - Career Trek (Minneapolis, Austin, Chicago)",,"How satisfied were you with the events you attended? - Career Trek (Minneapolis, Austin, Chicago)",,,"Please rate the effectiveness of your participation in the following events related to your job or internship search. If you did not participate in an event, please select N/A. - Employer hosted site visits or treks",
How satisfied were you with the events you attended? - Case Competition or Case Study,,How satisfied were you with the events you attended? - Case Competition or Case Study,,,,
How satisfied were you with the BBA hosted workshops or career prep events  you attended? - None,,How satisfied were you with the BBA hosted workshops or career prep events  you attended? - None,,,,
"What additional career preparation events, activities, or tools do you wish had been offered, if any? ",,"What additional career preparation events, activities, or tools do you wish had been offered, if any? (optional)
If relevant to you, please also include suggestions regarding what would have helped you prepare for recruiting in a virtual setting.","What types of new career preparation events, activities or tools would you utilize if we offered them?","What types of new career preparation events, activities or tools would you utilize if we offered them?",,
Did you participate in any on-campus recruitment events this academic year involving employers?,,,,,,
Which of the following BBA hosted events (featuring employers) did you attend this academic year? - Fall Virtual Career Fair,,Which of the following BBA hosted events (featuring employers) did you attend this academic year? (Check all you attended) - Fall Virtual Career Fair,Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - Career fairs,,,
Which of the following BBA hosted events (featuring employers) did you attend this academic year? - Fall 'Major Specific' Career Fair,,Which of the following BBA hosted events (featuring employers) did you attend this academic year? (Check all you attended) - Fall 'Major Specific' Career Fair,,Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - Career fairs,Please select the events you participated in. Check all that apply. - Selected Choice - Career fair,Please select the events you participated in. Check all that apply. - Selected Choice - Career fair
Which of the following BBA hosted events (featuring employers) did you attend this academic year? - Spring In-Person All Majors Career Fair (Gordon Commons),,Which of the following BBA hosted events (featuring employers) did you attend this academic year? (Check all you attended) - Spring In-Person All Majors Career Fair (Gordon Commons),,,,
Which of the following BBA hosted events (featuring employers) did you attend this academic year? - Spring Virtual Career Fair,,Which of the following BBA hosted events (featuring employers) did you attend this academic year? (Check all you attended) - Spring Virtual Career Fair,,,,
Which of the following BBA hosted events (featuring employers) did you attend this academic year? - Employer-hosted information sessions,,Which of the following BBA hosted events (featuring employers) did you attend this academic year? (Check all you attended) - Employer-hosted information sessions,Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - Employer-hosted information sessions,Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - Employer-hosted information sessions,Please select the events you participated in. Check all that apply. - Selected Choice - Employer information session,Please select the events you participated in. Check all that apply. - Selected Choice - Employer information session
Which of the following BBA hosted events (featuring employers) did you attend this academic year? - On-campus or virtual interviews,,Which of the following BBA hosted events (featuring employers) did you attend this academic year? (Check all you attended) - On-campus or virtual interviews,Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - On-campus interviews,Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - On-campus interviews,Please select the events you participated in. Check all that apply. - Selected Choice - On-campus interview,Please select the events you participated in. Check all that apply. - Selected Choice - On-campus interview
"Which of the following BBA hosted events (featuring employers) did you attend this academic year? - Employer-hosted networking (e.g., coffee chats, office hours, socials)",,"Which of the following BBA hosted events (featuring employers) did you attend this academic year? (Check all you attended) - Employer-hosted networking (e.g., coffee chats, office hours, socials)","Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - Employer-hosted networking (coffee chats, office hours, socials)","Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - Employer-hosted networking (coffee chats, office hours, socials)",Please select the events you participated in. Check all that apply. - Selected Choice - Employer office hours,Please select the events you participated in. Check all that apply. - Selected Choice - Employer office hours
Which of the following BBA hosted events (featuring employers) did you attend this academic year? - Student organization industry speakers,,Which of the following BBA hosted events (featuring employers) did you attend this academic year? (Check all you attended) - Student organization industry speakers,Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - Student organization industry speakers,Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - Student organization industry speakers,,
Which of the following BBA hosted events (featuring employers) did you attend this academic year? - Career Forward Trek to Chicago (Spring Break 2022),,Which of the following BBA hosted events (featuring employers) did you attend this academic year? (Check all you attended) - Career Forward Trek to Chicago (Spring Break 2022),Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - Treks to visit employers,,Please select the events you participated in. Check all that apply. - Selected Choice - Student organization employer trek,Please select the events you participated in. Check all that apply. - Selected Choice - Student organization employer trek
Which of the following BBA hosted events (featuring employers) did you attend this academic year? - Employer led case-competition,,Which of the following BBA hosted events (featuring employers) did you attend this academic year? (Check all you attended) - Employer led case-competition,,,,
Which of the following BBA hosted events (featuring employers) did you attend this academic year? - None,,Which of the following BBA hosted events (featuring employers) did you attend this academic year? (Check all you attended) - None,,,,
How satisfied were you with the events you attended? - Fall In-Person All Majors Career Fair (Gordon Commons),,How satisfied were you with the events you attended? - Fall In-Person All Majors Career Fair (Gordon Commons),Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - Career fairs,,,
How satisfied were you with the events you attended? - Fall Virtual Career Fair,,How satisfied were you with the events you attended? - Fall Virtual Career Fair,,,,
How satisfied were you with the events you attended? - Fall 'Major Specific' Career Fair,,How satisfied were you with the events you attended? - Fall 'Major Specific' Career Fair,,,"Please rate the effectiveness of your participation in the following events related to your job or internship search. If you did not participate in an event, please select N/A. - Career fair","Please rate the impact of your participation in the following events. If you did not participate in an event, please select N/A. - Career fair"
How satisfied were you with the events you attended? - Spring In-Person All Majors Career Fair (Gordon Commons),,How satisfied were you with the events you attended? - Spring In-Person All Majors Career Fair (Gordon Commons),,,,
How satisfied were you with the events you attended? - Spring Virtual Career Fair,,How satisfied were you with the events you attended? - Spring Virtual Career Fair,,,,
How satisfied were you with the events you attended? - Employer-hosted information sessions,,How satisfied were you with the events you attended? - Employer-hosted information sessions,Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - Employer-hosted information sessions,,"Please rate the impact of your participation in the following events. If you did not participate in an event, please select N/A. - Employer information session","Please rate the impact of your participation in the following events. If you did not participate in an event, please select N/A. - Employer information session"
How satisfied were you with the events you attended? - On-campus or virtual interviews,,How satisfied were you with the events you attended? - On-campus or virtual interviews,Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - On-campus interviews,,"Please rate the impact of your participation in the following events. If you did not participate in an event, please select N/A. - On-campus interview","Please rate the impact of your participation in the following events. If you did not participate in an event, please select N/A. - On-campus interview"
"How satisfied were you with the events you attended? - Employer-hosted networking (e.g., coffee chats, office hours, socials)",,"How satisfied were you with the events you attended? - Employer-hosted networking (e.g., coffee chats, office hours, socials)","Please share with us which on-campus recruiting events (featuring employers) you attended this academic year along with your assessment of how useful the experience was for your career success: - Employer-hosted networking (coffee chats, office hours, socials)",,"Please rate the impact of your participation in the following events. If you did not participate in an event, please select N/A. - Employer office hours","Please rate the impact of your participation in the following events. If you did not participate in an event, please select N/A. - Employer office hours"
